Fiscal year/period,Month,Year,Profit_Center_masked,Posting_Week,Week_Year,Posting_Date,Ship-To Company,Ship from Location_masked,SKU,Brand (PH)_masked,Sales
1.2016,1,2016,PC1,2,2016,15.01.2016,STP3,LOC2,KIT146,B6,51
1.2016,1,2016,PC1,2,2016,15.01.2016,STP3,LOC2,KIT148,B6,17
1.2016,1,2016,PC1,2,2016,15.01.2016,STP3,LOC2,KIT173,B21,3
1.2016,1,2016,PC1,2,2016,15.01.2016,STP3,LOC2,KIT191,B6,153
1.2016,1,2016,PC1,2,2016,15.01.2016,STP3,LOC2,KIT192,B19,192
1.2016,1,2016,PC1,2,2016,15.01.2016,STP3,LOC2,KIT196,B19,81
1.2016,1,2016,PC1,2,2016,15.01.2016,STP3,LOC2,KIT570,B15,360
1.2016,1,2016,PC1,2,2016,15.01.2016,STP4,LOC5,KIT68,B6,29
1.2016,1,2016,PC1,2,2016,15.01.2016,STP4,LOC5,KIT146,B6,12
1.2016,1,2016,PC1,2,2016,15.01.2016,STP4,LOC5,KIT166,B20,28
1.2016,1,2016,PC1,2,2016,15.01.2016,STP4,LOC5,KIT191,B6,48
1.2016,1,2016,PC1,3,2016,19.01.2016,STP1,LOC3,KIT66,B15,72
1.2016,1,2016,PC1,3,2016,19.01.2016,STP1,LOC3,KIT263,B22,828
1.2016,1,2016,PC1,3,2016,19.01.2016,STP1,LOC3,KIT517,B14,72
1.2016,1,2016,PC1,3,2016,19.01.2016,STP1,LOC3,KIT568,B15,720
1.2016,1,2016,PC1,3,2016,19.01.2016,STP1,LOC3,KIT570,B15,540
1.2016,1,2016,PC1,3,2016,19.01.2016,STP1,LOC3,KIT571,B15,432
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT19,B15,26
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT20,B15,52
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT21,B2,31
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT24,B15,40
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT25,B22,18
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT26,B22,41
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT27,B15,40
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT66,B15,8
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT69,B15,46
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT70,B15,96
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT72,B17,11
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT77,B17,32
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT86,B17,36
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT93,B6,459
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT165,B22,345
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT174,B6,64
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT179,B24,11
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT188,B19,102
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT189,B6,18
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT190,B16,24
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT192,B19,96
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT193,B19,498
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT199,B19,6
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT200,B16,229
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT247,B15,14
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT263,B22,30
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT517,B14,38
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT541,B15,120
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT568,B15,42
1.2016,1,2016,PC1,3,2016,21.01.2016,STP1,LOC3,KIT571,B15,40
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT19,B15,24
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT20,B15,52
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT21,B2,40
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT25,B22,6
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT26,B22,33
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT27,B15,11
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT66,B15,35
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT78,B15,7
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT165,B22,144
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT174,B6,11
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT179,B24,25
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT188,B19,192
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT190,B16,24
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT199,B19,8
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT245,B15,54
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT247,B15,8
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT263,B22,250
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT541,B15,118
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT551,B2,14
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT568,B15,6
1.2016,1,2016,PC1,3,2016,21.01.2016,STP2,LOC4,KIT570,B15,450
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT19,B15,50
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT20,B15,102
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT21,B2,78
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT69,B15,21
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT70,B15,65
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT78,B15,29
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT93,B6,511
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT165,B22,191
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT174,B6,4
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT179,B24,12
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT188,B19,217
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT189,B6,150
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT190,B16,240
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT192,B19,96
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT193,B19,116
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT199,B19,92
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT200,B16,285
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT245,B15,26
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT263,B22,333
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT405,B24,6
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT541,B15,92
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT551,B2,12
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT568,B15,132
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT570,B15,240
1.2016,1,2016,PC1,3,2016,21.01.2016,STP3,LOC2,KIT571,B15,140
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT19,B15,4
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT20,B15,20
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT21,B2,17
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT24,B15,15
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT25,B22,8
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT26,B22,7
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT27,B15,28
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT66,B15,29
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT69,B15,12
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT93,B6,54
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT165,B22,120
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT174,B6,42
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT179,B24,20
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT188,B19,121
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT189,B6,12
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT190,B16,96
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT192,B19,10
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT263,B22,265
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT517,B14,45
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT541,B15,76
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT568,B15,266
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT570,B15,94
1.2016,1,2016,PC1,3,2016,21.01.2016,STP4,LOC5,KIT571,B15,42
1.2016,1,2016,PC1,3,2016,22.01.2016,STP1,LOC3,KIT64,B19,31
1.2016,1,2016,PC1,3,2016,22.01.2016,STP1,LOC3,KIT65,B19,32
1.2016,1,2016,PC1,3,2016,22.01.2016,STP1,LOC3,KIT142,B6,131
1.2016,1,2016,PC1,3,2016,22.01.2016,STP1,LOC3,KIT146,B6,57
1.2016,1,2016,PC1,3,2016,22.01.2016,STP1,LOC3,KIT176,B6,5
1.2016,1,2016,PC1,3,2016,22.01.2016,STP1,LOC3,KIT193,B19,366
1.2016,1,2016,PC1,3,2016,22.01.2016,STP1,LOC3,KIT220,B4,64
1.2016,1,2016,PC1,3,2016,22.01.2016,STP1,LOC3,KIT221,B1,25
1.2016,1,2016,PC1,3,2016,22.01.2016,STP1,LOC3,KIT227,B1,10
1.2016,1,2016,PC1,3,2016,22.01.2016,STP1,LOC3,KIT517,B14,60
1.2016,1,2016,PC1,3,2016,22.01.2016,STP1,LOC3,KIT570,B15,195
1.2016,1,2016,PC1,3,2016,22.01.2016,STP2,LOC4,KIT64,B19,9
1.2016,1,2016,PC1,3,2016,22.01.2016,STP2,LOC4,KIT65,B19,13
1.2016,1,2016,PC1,3,2016,22.01.2016,STP2,LOC4,KIT93,B6,99
1.2016,1,2016,PC1,3,2016,22.01.2016,STP2,LOC4,KIT142,B6,16
1.2016,1,2016,PC1,3,2016,22.01.2016,STP2,LOC4,KIT143,B6,85
1.2016,1,2016,PC1,3,2016,22.01.2016,STP2,LOC4,KIT148,B6,6
1.2016,1,2016,PC1,3,2016,22.01.2016,STP2,LOC4,KIT189,B6,20
1.2016,1,2016,PC1,3,2016,22.01.2016,STP2,LOC4,KIT192,B19,96
1.2016,1,2016,PC1,3,2016,22.01.2016,STP2,LOC4,KIT193,B19,288
1.2016,1,2016,PC1,3,2016,22.01.2016,STP2,LOC4,KIT200,B16,83
1.2016,1,2016,PC1,3,2016,22.01.2016,STP2,LOC4,KIT570,B15,80
1.2016,1,2016,PC1,3,2016,22.01.2016,STP3,LOC2,KIT142,B6,104
1.2016,1,2016,PC1,3,2016,22.01.2016,STP3,LOC2,KIT143,B6,65
1.2016,1,2016,PC1,3,2016,22.01.2016,STP3,LOC2,KIT146,B6,52
1.2016,1,2016,PC1,3,2016,22.01.2016,STP3,LOC2,KIT148,B6,33
1.2016,1,2016,PC1,3,2016,22.01.2016,STP3,LOC2,KIT176,B6,9
1.2016,1,2016,PC1,3,2016,22.01.2016,STP3,LOC2,KIT193,B19,540
1.2016,1,2016,PC1,3,2016,22.01.2016,STP3,LOC2,KIT570,B15,180
1.2016,1,2016,PC1,3,2016,22.01.2016,STP4,LOC5,KIT143,B6,34
1.2016,1,2016,PC1,3,2016,22.01.2016,STP4,LOC5,KIT146,B6,30
1.2016,1,2016,PC1,3,2016,22.01.2016,STP4,LOC5,KIT148,B6,14
1.2016,1,2016,PC1,3,2016,22.01.2016,STP4,LOC5,KIT192,B19,144
1.2016,1,2016,PC1,3,2016,22.01.2016,STP4,LOC5,KIT193,B19,180
1.2016,1,2016,PC1,3,2016,22.01.2016,STP4,LOC5,KIT200,B16,14
1.2016,1,2016,PC1,3,2016,22.01.2016,STP4,LOC5,KIT517,B14,30
1.2016,1,2016,PC1,4,2016,25.01.2016,STP1,LOC3,KIT24,B15,36
1.2016,1,2016,PC1,4,2016,25.01.2016,STP1,LOC3,KIT52,B15,72
1.2016,1,2016,PC1,4,2016,25.01.2016,STP1,LOC3,KIT71,B15,36
1.2016,1,2016,PC1,4,2016,25.01.2016,STP1,LOC3,KIT541,B15,90
1.2016,1,2016,PC1,4,2016,25.01.2016,STP1,LOC3,KIT561,B15,450
1.2016,1,2016,PC1,4,2016,25.01.2016,STP1,LOC3,KIT568,B15,144
1.2016,1,2016,PC1,4,2016,25.01.2016,STP2,LOC4,KIT24,B15,36
1.2016,1,2016,PC1,4,2016,25.01.2016,STP4,LOC5,KIT71,B15,36
1.2016,1,2016,PC1,4,2016,26.01.2016,STP1,LOC3,KIT188,B19,210
1.2016,1,2016,PC1,4,2016,26.01.2016,STP2,LOC4,KIT188,B19,152
1.2016,1,2016,PC1,4,2016,26.01.2016,STP3,LOC2,KIT188,B19,112
1.2016,1,2016,PC1,4,2016,26.01.2016,STP3,LOC2,KIT199,B19,48
1.2016,1,2016,PC1,4,2016,26.01.2016,STP4,LOC5,KIT188,B19,76
1.2016,1,2016,PC1,4,2016,27.01.2016,STP1,LOC3,KIT24,B15,9
1.2016,1,2016,PC1,4,2016,27.01.2016,STP1,LOC3,KIT52,B15,8
1.2016,1,2016,PC1,4,2016,27.01.2016,STP1,LOC3,KIT69,B15,22
1.2016,1,2016,PC1,4,2016,27.01.2016,STP1,LOC3,KIT71,B15,13
1.2016,1,2016,PC1,4,2016,27.01.2016,STP1,LOC3,KIT78,B15,25
1.2016,1,2016,PC1,4,2016,27.01.2016,STP1,LOC3,KIT91,B15,8
1.2016,1,2016,PC1,4,2016,27.01.2016,STP1,LOC3,KIT92,B15,3
1.2016,1,2016,PC1,4,2016,27.01.2016,STP1,LOC3,KIT168,B6,120
1.2016,1,2016,PC1,4,2016,27.01.2016,STP1,LOC3,KIT246,B15,37
1.2016,1,2016,PC1,4,2016,27.01.2016,STP1,LOC3,KIT247,B15,8
1.2016,1,2016,PC1,4,2016,27.01.2016,STP1,LOC3,KIT379,B9,44
1.2016,1,2016,PC1,4,2016,27.01.2016,STP1,LOC3,KIT541,B15,44
1.2016,1,2016,PC1,4,2016,27.01.2016,STP1,LOC3,KIT561,B15,50
1.2016,1,2016,PC1,4,2016,27.01.2016,STP1,LOC3,KIT568,B15,56
1.2016,1,2016,PC1,4,2016,27.01.2016,STP4,LOC5,KIT24,B15,19
1.2016,1,2016,PC1,4,2016,27.01.2016,STP4,LOC5,KIT52,B15,24
1.2016,1,2016,PC1,4,2016,27.01.2016,STP4,LOC5,KIT71,B15,5
1.2016,1,2016,PC1,4,2016,27.01.2016,STP4,LOC5,KIT92,B15,2
1.2016,1,2016,PC1,4,2016,27.01.2016,STP4,LOC5,KIT246,B15,7
1.2016,1,2016,PC1,4,2016,27.01.2016,STP4,LOC5,KIT247,B15,4
1.2016,1,2016,PC1,4,2016,27.01.2016,STP4,LOC5,KIT541,B15,36
1.2016,1,2016,PC1,4,2016,27.01.2016,STP4,LOC5,KIT561,B15,70
1.2016,1,2016,PC1,4,2016,27.01.2016,STP4,LOC5,KIT568,B15,66
1.2016,1,2016,PC1,4,2016,28.01.2016,STP1,LOC3,KIT20,B15,90
1.2016,1,2016,PC1,4,2016,28.01.2016,STP1,LOC3,KIT66,B15,288
1.2016,1,2016,PC1,4,2016,28.01.2016,STP1,LOC3,KIT70,B15,47
1.2016,1,2016,PC1,4,2016,28.01.2016,STP1,LOC3,KIT79,B17,9
1.2016,1,2016,PC1,4,2016,28.01.2016,STP1,LOC3,KIT165,B22,240
1.2016,1,2016,PC1,4,2016,28.01.2016,STP1,LOC3,KIT177,B6,144
1.2016,1,2016,PC1,4,2016,28.01.2016,STP1,LOC3,KIT188,B19,5
1.2016,1,2016,PC1,4,2016,28.01.2016,STP1,LOC3,KIT193,B19,684
1.2016,1,2016,PC1,4,2016,28.01.2016,STP1,LOC3,KIT541,B15,44
1.2016,1,2016,PC1,4,2016,28.01.2016,STP2,LOC4,KIT24,B15,1
1.2016,1,2016,PC1,4,2016,28.01.2016,STP2,LOC4,KIT69,B15,4
1.2016,1,2016,PC1,4,2016,28.01.2016,STP2,LOC4,KIT71,B15,19
1.2016,1,2016,PC1,4,2016,28.01.2016,STP2,LOC4,KIT78,B15,7
1.2016,1,2016,PC1,4,2016,28.01.2016,STP2,LOC4,KIT91,B15,14
1.2016,1,2016,PC1,4,2016,28.01.2016,STP2,LOC4,KIT177,B6,108
1.2016,1,2016,PC1,4,2016,28.01.2016,STP2,LOC4,KIT188,B19,57
1.2016,1,2016,PC1,4,2016,28.01.2016,STP2,LOC4,KIT192,B19,96
1.2016,1,2016,PC1,4,2016,28.01.2016,STP2,LOC4,KIT193,B19,504
1.2016,1,2016,PC1,4,2016,28.01.2016,STP2,LOC4,KIT199,B19,12
1.2016,1,2016,PC1,4,2016,28.01.2016,STP2,LOC4,KIT245,B15,44
1.2016,1,2016,PC1,4,2016,28.01.2016,STP2,LOC4,KIT247,B15,6
1.2016,1,2016,PC1,4,2016,28.01.2016,STP2,LOC4,KIT541,B15,86
1.2016,1,2016,PC1,4,2016,28.01.2016,STP2,LOC4,KIT561,B15,100
1.2016,1,2016,PC1,4,2016,28.01.2016,STP2,LOC4,KIT568,B15,40
1.2016,1,2016,PC1,4,2016,28.01.2016,STP3,LOC2,KIT52,B15,14
1.2016,1,2016,PC1,4,2016,28.01.2016,STP3,LOC2,KIT69,B15,9
1.2016,1,2016,PC1,4,2016,28.01.2016,STP3,LOC2,KIT70,B15,30
1.2016,1,2016,PC1,4,2016,28.01.2016,STP3,LOC2,KIT71,B15,70
1.2016,1,2016,PC1,4,2016,28.01.2016,STP3,LOC2,KIT108,B2,10
1.2016,1,2016,PC1,4,2016,28.01.2016,STP3,LOC2,KIT113,B2,6
1.2016,1,2016,PC1,4,2016,28.01.2016,STP3,LOC2,KIT177,B6,108
1.2016,1,2016,PC1,4,2016,28.01.2016,STP3,LOC2,KIT188,B19,8
1.2016,1,2016,PC1,4,2016,28.01.2016,STP3,LOC2,KIT192,B19,96
1.2016,1,2016,PC1,4,2016,28.01.2016,STP3,LOC2,KIT193,B19,432
1.2016,1,2016,PC1,4,2016,28.01.2016,STP3,LOC2,KIT199,B19,20
1.2016,1,2016,PC1,4,2016,28.01.2016,STP3,LOC2,KIT245,B15,14
1.2016,1,2016,PC1,4,2016,28.01.2016,STP3,LOC2,KIT561,B15,320
1.2016,1,2016,PC1,4,2016,28.01.2016,STP4,LOC5,KIT177,B6,108
1.2016,1,2016,PC1,4,2016,28.01.2016,STP4,LOC5,KIT188,B19,7
1.2016,1,2016,PC1,4,2016,28.01.2016,STP4,LOC5,KIT193,B19,216
1.2016,1,2016,PC1,4,2016,29.01.2016,STP1,LOC3,KIT28,B15,42
1.2016,1,2016,PC1,4,2016,29.01.2016,STP1,LOC3,KIT65,B19,22
1.2016,1,2016,PC1,4,2016,29.01.2016,STP1,LOC3,KIT68,B6,52
1.2016,1,2016,PC1,4,2016,29.01.2016,STP1,LOC3,KIT146,B6,72
1.2016,1,2016,PC1,4,2016,29.01.2016,STP1,LOC3,KIT148,B6,36
1.2016,1,2016,PC1,4,2016,29.01.2016,STP1,LOC3,KIT177,B6,36
1.2016,1,2016,PC1,4,2016,29.01.2016,STP1,LOC3,KIT191,B6,216
1.2016,1,2016,PC1,4,2016,29.01.2016,STP1,LOC3,KIT192,B19,624
1.2016,1,2016,PC1,4,2016,29.01.2016,STP1,LOC3,KIT193,B19,145
1.2016,1,2016,PC1,4,2016,29.01.2016,STP1,LOC3,KIT196,B19,180
1.2016,1,2016,PC1,4,2016,29.01.2016,STP1,LOC3,KIT216,B17,5
1.2016,1,2016,PC1,4,2016,29.01.2016,STP1,LOC3,KIT234,B4,20
1.2016,1,2016,PC1,4,2016,29.01.2016,STP1,LOC3,KIT570,B15,195
1.2016,1,2016,PC1,4,2016,29.01.2016,STP2,LOC4,KIT65,B19,25
1.2016,1,2016,PC1,4,2016,29.01.2016,STP2,LOC4,KIT68,B6,71
1.2016,1,2016,PC1,4,2016,29.01.2016,STP2,LOC4,KIT146,B6,36
1.2016,1,2016,PC1,4,2016,29.01.2016,STP2,LOC4,KIT148,B6,72
1.2016,1,2016,PC1,4,2016,29.01.2016,STP2,LOC4,KIT173,B21,144
1.2016,1,2016,PC1,4,2016,29.01.2016,STP2,LOC4,KIT191,B6,144
1.2016,1,2016,PC1,4,2016,29.01.2016,STP2,LOC4,KIT196,B19,144
1.2016,1,2016,PC1,4,2016,29.01.2016,STP2,LOC4,KIT570,B15,80
1.2016,1,2016,PC1,4,2016,29.01.2016,STP3,LOC2,KIT65,B19,92
1.2016,1,2016,PC1,4,2016,29.01.2016,STP3,LOC2,KIT68,B6,72
1.2016,1,2016,PC1,4,2016,29.01.2016,STP3,LOC2,KIT146,B6,72
1.2016,1,2016,PC1,4,2016,29.01.2016,STP3,LOC2,KIT148,B6,72
1.2016,1,2016,PC1,4,2016,29.01.2016,STP3,LOC2,KIT172,B6,24
1.2016,1,2016,PC1,4,2016,29.01.2016,STP3,LOC2,KIT173,B21,192
1.2016,1,2016,PC1,4,2016,29.01.2016,STP3,LOC2,KIT191,B6,72
1.2016,1,2016,PC1,4,2016,29.01.2016,STP3,LOC2,KIT196,B19,216
1.2016,1,2016,PC1,4,2016,29.01.2016,STP3,LOC2,KIT570,B15,180
1.2016,1,2016,PC1,4,2016,29.01.2016,STP4,LOC5,KIT65,B19,40
1.2016,1,2016,PC1,4,2016,29.01.2016,STP4,LOC5,KIT146,B6,36
1.2016,1,2016,PC1,4,2016,29.01.2016,STP4,LOC5,KIT148,B6,36
1.2016,1,2016,PC1,4,2016,29.01.2016,STP4,LOC5,KIT173,B21,48
1.2016,1,2016,PC1,4,2016,29.01.2016,STP4,LOC5,KIT188,B19,44
1.2016,1,2016,PC1,4,2016,29.01.2016,STP4,LOC5,KIT191,B6,36
1.2016,1,2016,PC1,4,2016,29.01.2016,STP4,LOC5,KIT193,B19,10
1.2016,1,2016,PC1,4,2016,29.01.2016,STP4,LOC5,KIT196,B19,432
2.2016,2,2016,PC1,5,2016,01.02.2016,STP2,LOC4,KIT20,B15,108
2.2016,2,2016,PC1,5,2016,01.02.2016,STP2,LOC4,KIT66,B15,144
2.2016,2,2016,PC1,5,2016,01.02.2016,STP2,LOC4,KIT165,B22,240
2.2016,2,2016,PC1,5,2016,01.02.2016,STP2,LOC4,KIT568,B15,210
2.2016,2,2016,PC1,5,2016,01.02.2016,STP3,LOC2,KIT66,B15,216
2.2016,2,2016,PC1,5,2016,01.02.2016,STP3,LOC2,KIT165,B22,240
2.2016,2,2016,PC1,5,2016,01.02.2016,STP3,LOC2,KIT544,B2,90
2.2016,2,2016,PC1,5,2016,01.02.2016,STP3,LOC2,KIT571,B15,130
2.2016,2,2016,PC1,5,2016,02.02.2016,STP2,LOC4,KIT229,B17,122
2.2016,2,2016,PC1,5,2016,02.02.2016,STP2,LOC4,KIT230,B17,206
2.2016,2,2016,PC1,5,2016,02.02.2016,STP4,LOC5,KIT27,B15,71
2.2016,2,2016,PC1,5,2016,02.02.2016,STP4,LOC5,KIT66,B15,70
2.2016,2,2016,PC1,5,2016,02.02.2016,STP4,LOC5,KIT165,B22,120
2.2016,2,2016,PC1,5,2016,02.02.2016,STP4,LOC5,KIT229,B17,80
2.2016,2,2016,PC1,5,2016,02.02.2016,STP4,LOC5,KIT230,B17,324
2.2016,2,2016,PC1,5,2016,03.02.2016,STP1,LOC3,KIT188,B19,210
2.2016,2,2016,PC1,5,2016,03.02.2016,STP1,LOC3,KIT230,B17,325
2.2016,2,2016,PC1,5,2016,03.02.2016,STP2,LOC4,KIT93,B6,288
2.2016,2,2016,PC1,5,2016,03.02.2016,STP2,LOC4,KIT188,B19,27
2.2016,2,2016,PC1,5,2016,03.02.2016,STP2,LOC4,KIT192,B19,42
2.2016,2,2016,PC1,5,2016,03.02.2016,STP2,LOC4,KIT199,B19,24
2.2016,2,2016,PC1,5,2016,03.02.2016,STP2,LOC4,KIT200,B16,197
2.2016,2,2016,PC1,5,2016,03.02.2016,STP3,LOC2,KIT188,B19,295
2.2016,2,2016,PC1,5,2016,03.02.2016,STP3,LOC2,KIT192,B19,48
2.2016,2,2016,PC1,5,2016,03.02.2016,STP3,LOC2,KIT199,B19,64
2.2016,2,2016,PC1,5,2016,03.02.2016,STP3,LOC2,KIT230,B17,239
2.2016,2,2016,PC1,5,2016,03.02.2016,STP4,LOC5,KIT188,B19,83
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT19,B15,68
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT27,B15,76
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT39,B19,270
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT50,B15,86
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT51,B15,86
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT60,B17,46
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT70,B15,41
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT72,B17,7
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT78,B15,4
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT86,B17,28
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT91,B15,10
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT92,B15,7
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT121,B7,28
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT123,B2,5
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT174,B6,64
2.2016,2,2016,PC1,5,2016,04.02.2016,STP1,LOC3,KIT183,B15,9
