Fiscal year/period,Month,Year,Profit_Center_masked,Posting_Week,Week_Year,Posting_Date,Ship-To Company,Ship from Location_masked,SKU,Brand (PH)_masked,Sales
1.2015,1,2015,PC1,2,2015,09.01.2015,STP1,LOC3,KIT188,B19,143
1.2015,1,2015,PC1,2,2015,09.01.2015,STP1,LOC3,KIT189,B6,36
1.2015,1,2015,PC1,2,2015,09.01.2015,STP1,LOC3,KIT190,B16,384
1.2015,1,2015,PC1,2,2015,09.01.2015,STP1,LOC3,KIT192,B19,576
1.2015,1,2015,PC1,2,2015,09.01.2015,STP1,LOC3,KIT193,B19,256
1.2015,1,2015,PC1,2,2015,09.01.2015,STP1,LOC3,KIT198,B6,177
1.2015,1,2015,PC1,2,2015,09.01.2015,STP1,LOC3,KIT199,B19,8
1.2015,1,2015,PC1,2,2015,09.01.2015,STP1,LOC3,KIT200,B16,396
1.2015,1,2015,PC1,2,2015,09.01.2015,STP2,LOC4,KIT64,B19,4
1.2015,1,2015,PC1,2,2015,09.01.2015,STP2,LOC4,KIT188,B19,211
1.2015,1,2015,PC1,2,2015,09.01.2015,STP2,LOC4,KIT189,B6,38
1.2015,1,2015,PC1,2,2015,09.01.2015,STP2,LOC4,KIT190,B16,72
1.2015,1,2015,PC1,2,2015,09.01.2015,STP2,LOC4,KIT192,B19,192
1.2015,1,2015,PC1,2,2015,09.01.2015,STP2,LOC4,KIT193,B19,193
1.2015,1,2015,PC1,2,2015,09.01.2015,STP2,LOC4,KIT198,B6,51
1.2015,1,2015,PC1,2,2015,09.01.2015,STP2,LOC4,KIT199,B19,44
1.2015,1,2015,PC1,2,2015,09.01.2015,STP2,LOC4,KIT200,B16,216
1.2015,1,2015,PC1,2,2015,09.01.2015,STP3,LOC2,KIT188,B19,235
1.2015,1,2015,PC1,2,2015,09.01.2015,STP3,LOC2,KIT189,B6,108
1.2015,1,2015,PC1,2,2015,09.01.2015,STP3,LOC2,KIT190,B16,240
1.2015,1,2015,PC1,2,2015,09.01.2015,STP3,LOC2,KIT192,B19,96
1.2015,1,2015,PC1,2,2015,09.01.2015,STP3,LOC2,KIT193,B19,479
1.2015,1,2015,PC1,2,2015,09.01.2015,STP3,LOC2,KIT198,B6,196
1.2015,1,2015,PC1,2,2015,09.01.2015,STP3,LOC2,KIT199,B19,80
1.2015,1,2015,PC1,2,2015,09.01.2015,STP3,LOC2,KIT200,B16,576
1.2015,1,2015,PC1,2,2015,09.01.2015,STP4,LOC5,KIT189,B6,18
1.2015,1,2015,PC1,2,2015,09.01.2015,STP4,LOC5,KIT190,B16,168
1.2015,1,2015,PC1,2,2015,09.01.2015,STP4,LOC5,KIT193,B19,71
1.2015,1,2015,PC1,2,2015,09.01.2015,STP4,LOC5,KIT198,B6,144
1.2015,1,2015,PC1,2,2015,09.01.2015,STP4,LOC5,KIT200,B16,108
1.2015,1,2015,PC1,3,2015,12.01.2015,STP4,LOC5,KIT263,B22,648
1.2015,1,2015,PC1,3,2015,13.01.2015,STP2,LOC4,KIT260,B22,144
1.2015,1,2015,PC1,3,2015,13.01.2015,STP2,LOC4,KIT263,B22,252
1.2015,1,2015,PC1,3,2015,13.01.2015,STP3,LOC2,KIT25,B22,20
1.2015,1,2015,PC1,3,2015,13.01.2015,STP3,LOC2,KIT26,B22,46
1.2015,1,2015,PC1,3,2015,13.01.2015,STP3,LOC2,KIT39,B19,24
1.2015,1,2015,PC1,3,2015,13.01.2015,STP3,LOC2,KIT69,B15,5
1.2015,1,2015,PC1,3,2015,13.01.2015,STP3,LOC2,KIT188,B19,181
1.2015,1,2015,PC1,3,2015,13.01.2015,STP3,LOC2,KIT198,B6,51
1.2015,1,2015,PC1,3,2015,13.01.2015,STP3,LOC2,KIT263,B22,309
1.2015,1,2015,PC1,3,2015,13.01.2015,STP3,LOC2,KIT561,B15,202
1.2015,1,2015,PC1,3,2015,13.01.2015,STP3,LOC2,KIT570,B15,90
1.2015,1,2015,PC1,3,2015,13.01.2015,STP4,LOC5,KIT260,B22,864
1.2015,1,2015,PC1,3,2015,14.01.2015,STP2,LOC4,KIT45,B19,12
1.2015,1,2015,PC1,3,2015,14.01.2015,STP2,LOC4,KIT47,B6,4
1.2015,1,2015,PC1,3,2015,14.01.2015,STP3,LOC2,KIT45,B19,90
1.2015,1,2015,PC1,3,2015,14.01.2015,STP3,LOC2,KIT47,B6,242
1.2015,1,2015,PC1,3,2015,15.01.2015,STP1,LOC3,KIT260,B22,288
1.2015,1,2015,PC1,3,2015,15.01.2015,STP1,LOC3,KIT263,B22,265
1.2015,1,2015,PC1,3,2015,15.01.2015,STP1,LOC3,KIT568,B15,144
1.2015,1,2015,PC1,3,2015,15.01.2015,STP1,LOC3,KIT570,B15,90
1.2015,1,2015,PC1,3,2015,16.01.2015,STP1,LOC3,KIT20,B15,48
1.2015,1,2015,PC1,3,2015,16.01.2015,STP1,LOC3,KIT45,B19,22
1.2015,1,2015,PC1,3,2015,16.01.2015,STP1,LOC3,KIT47,B6,6
1.2015,1,2015,PC1,3,2015,16.01.2015,STP1,LOC3,KIT68,B6,36
1.2015,1,2015,PC1,3,2015,16.01.2015,STP1,LOC3,KIT187,B6,1296
1.2015,1,2015,PC1,3,2015,16.01.2015,STP1,LOC3,KIT188,B19,222
1.2015,1,2015,PC1,3,2015,16.01.2015,STP1,LOC3,KIT191,B6,108
1.2015,1,2015,PC1,3,2015,16.01.2015,STP1,LOC3,KIT192,B19,288
1.2015,1,2015,PC1,3,2015,16.01.2015,STP1,LOC3,KIT196,B19,108
1.2015,1,2015,PC1,3,2015,16.01.2015,STP1,LOC3,KIT198,B6,115
1.2015,1,2015,PC1,3,2015,16.01.2015,STP1,LOC3,KIT199,B19,12
1.2015,1,2015,PC1,3,2015,16.01.2015,STP2,LOC4,KIT68,B6,90
1.2015,1,2015,PC1,3,2015,16.01.2015,STP2,LOC4,KIT187,B6,1732
1.2015,1,2015,PC1,3,2015,16.01.2015,STP2,LOC4,KIT188,B19,144
1.2015,1,2015,PC1,3,2015,16.01.2015,STP2,LOC4,KIT191,B6,254
1.2015,1,2015,PC1,3,2015,16.01.2015,STP2,LOC4,KIT192,B19,144
1.2015,1,2015,PC1,3,2015,16.01.2015,STP2,LOC4,KIT196,B19,72
1.2015,1,2015,PC1,3,2015,16.01.2015,STP2,LOC4,KIT198,B6,44
1.2015,1,2015,PC1,3,2015,16.01.2015,STP2,LOC4,KIT199,B19,16
1.2015,1,2015,PC1,3,2015,16.01.2015,STP3,LOC2,KIT20,B15,90
1.2015,1,2015,PC1,3,2015,16.01.2015,STP3,LOC2,KIT21,B2,96
1.2015,1,2015,PC1,3,2015,16.01.2015,STP3,LOC2,KIT68,B6,154
1.2015,1,2015,PC1,3,2015,16.01.2015,STP3,LOC2,KIT187,B6,1440
1.2015,1,2015,PC1,3,2015,16.01.2015,STP3,LOC2,KIT188,B19,8
1.2015,1,2015,PC1,3,2015,16.01.2015,STP3,LOC2,KIT191,B6,360
1.2015,1,2015,PC1,3,2015,16.01.2015,STP3,LOC2,KIT192,B19,96
1.2015,1,2015,PC1,3,2015,16.01.2015,STP3,LOC2,KIT196,B19,252
1.2015,1,2015,PC1,3,2015,16.01.2015,STP3,LOC2,KIT198,B6,52
1.2015,1,2015,PC1,3,2015,16.01.2015,STP3,LOC2,KIT199,B19,68
1.2015,1,2015,PC1,3,2015,16.01.2015,STP3,LOC2,KIT260,B22,414
1.2015,1,2015,PC1,3,2015,16.01.2015,STP4,LOC5,KIT68,B6,36
1.2015,1,2015,PC1,3,2015,16.01.2015,STP4,LOC5,KIT187,B6,553
1.2015,1,2015,PC1,3,2015,16.01.2015,STP4,LOC5,KIT188,B19,72
1.2015,1,2015,PC1,3,2015,16.01.2015,STP4,LOC5,KIT191,B6,108
1.2015,1,2015,PC1,3,2015,16.01.2015,STP4,LOC5,KIT192,B19,168
1.2015,1,2015,PC1,3,2015,16.01.2015,STP4,LOC5,KIT196,B19,144
1.2015,1,2015,PC1,3,2015,16.01.2015,STP4,LOC5,KIT198,B6,49
1.2015,1,2015,PC1,4,2015,20.01.2015,STP1,LOC3,KIT21,B2,48
1.2015,1,2015,PC1,4,2015,20.01.2015,STP1,LOC3,KIT27,B15,144
1.2015,1,2015,PC1,4,2015,20.01.2015,STP1,LOC3,KIT39,B19,180
1.2015,1,2015,PC1,4,2015,20.01.2015,STP1,LOC3,KIT66,B15,288
1.2015,1,2015,PC1,4,2015,20.01.2015,STP1,LOC3,KIT541,B15,90
1.2015,1,2015,PC1,4,2015,20.01.2015,STP3,LOC2,KIT19,B15,24
1.2015,1,2015,PC1,4,2015,20.01.2015,STP3,LOC2,KIT26,B22,40
1.2015,1,2015,PC1,4,2015,20.01.2015,STP3,LOC2,KIT39,B19,180
1.2015,1,2015,PC1,4,2015,20.01.2015,STP3,LOC2,KIT66,B15,270
1.2015,1,2015,PC1,4,2015,20.01.2015,STP3,LOC2,KIT70,B15,90
1.2015,1,2015,PC1,4,2015,20.01.2015,STP3,LOC2,KIT78,B15,40
1.2015,1,2015,PC1,4,2015,20.01.2015,STP3,LOC2,KIT123,B2,8
1.2015,1,2015,PC1,4,2015,20.01.2015,STP3,LOC2,KIT541,B15,90
1.2015,1,2015,PC1,4,2015,20.01.2015,STP3,LOC2,KIT544,B2,180
1.2015,1,2015,PC1,4,2015,22.01.2015,STP1,LOC3,KIT188,B19,248
1.2015,1,2015,PC1,4,2015,22.01.2015,STP1,LOC3,KIT192,B19,360
1.2015,1,2015,PC1,4,2015,22.01.2015,STP1,LOC3,KIT193,B19,720
1.2015,1,2015,PC1,4,2015,22.01.2015,STP1,LOC3,KIT198,B6,110
1.2015,1,2015,PC1,4,2015,22.01.2015,STP1,LOC3,KIT199,B19,12
1.2015,1,2015,PC1,4,2015,22.01.2015,STP2,LOC4,KIT19,B15,96
1.2015,1,2015,PC1,4,2015,22.01.2015,STP2,LOC4,KIT26,B22,72
1.2015,1,2015,PC1,4,2015,22.01.2015,STP2,LOC4,KIT39,B19,58
1.2015,1,2015,PC1,4,2015,22.01.2015,STP2,LOC4,KIT64,B19,4
1.2015,1,2015,PC1,4,2015,22.01.2015,STP2,LOC4,KIT65,B19,8
1.2015,1,2015,PC1,4,2015,22.01.2015,STP2,LOC4,KIT69,B15,6
1.2015,1,2015,PC1,4,2015,22.01.2015,STP2,LOC4,KIT188,B19,189
1.2015,1,2015,PC1,4,2015,22.01.2015,STP2,LOC4,KIT192,B19,216
1.2015,1,2015,PC1,4,2015,22.01.2015,STP2,LOC4,KIT193,B19,360
1.2015,1,2015,PC1,4,2015,22.01.2015,STP2,LOC4,KIT198,B6,43
1.2015,1,2015,PC1,4,2015,22.01.2015,STP3,LOC2,KIT188,B19,154
1.2015,1,2015,PC1,4,2015,22.01.2015,STP3,LOC2,KIT189,B6,324
1.2015,1,2015,PC1,4,2015,22.01.2015,STP3,LOC2,KIT192,B19,96
1.2015,1,2015,PC1,4,2015,22.01.2015,STP3,LOC2,KIT193,B19,540
1.2015,1,2015,PC1,4,2015,22.01.2015,STP3,LOC2,KIT198,B6,78
1.2015,1,2015,PC1,4,2015,22.01.2015,STP3,LOC2,KIT200,B16,252
1.2015,1,2015,PC1,4,2015,22.01.2015,STP4,LOC5,KIT188,B19,155
1.2015,1,2015,PC1,4,2015,22.01.2015,STP4,LOC5,KIT193,B19,288
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT19,B15,72
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT20,B15,126
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT26,B22,216
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT27,B15,48
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT39,B19,72
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT60,B17,8
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT66,B15,72
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT70,B15,45
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT71,B15,36
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT72,B17,19
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT74,B17,6
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT77,B17,10
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT78,B15,20
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT86,B17,19
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT121,B7,40
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT123,B2,8
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT188,B19,13
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT189,B6,108
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT190,B16,85
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT192,B19,24
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT200,B16,252
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT245,B15,86
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT246,B15,95
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT260,B22,272
1.2015,1,2015,PC1,4,2015,23.01.2015,STP1,LOC3,KIT561,B15,450
1.2015,1,2015,PC1,4,2015,23.01.2015,STP2,LOC4,KIT188,B19,8
1.2015,1,2015,PC1,4,2015,23.01.2015,STP2,LOC4,KIT189,B6,237
1.2015,1,2015,PC1,4,2015,23.01.2015,STP2,LOC4,KIT192,B19,72
1.2015,1,2015,PC1,4,2015,23.01.2015,STP2,LOC4,KIT193,B19,9
1.2015,1,2015,PC1,4,2015,23.01.2015,STP2,LOC4,KIT198,B6,3
1.2015,1,2015,PC1,4,2015,23.01.2015,STP2,LOC4,KIT199,B19,24
1.2015,1,2015,PC1,4,2015,23.01.2015,STP2,LOC4,KIT200,B16,80
1.2015,1,2015,PC1,4,2015,23.01.2015,STP3,LOC2,KIT19,B15,96
1.2015,1,2015,PC1,4,2015,23.01.2015,STP3,LOC2,KIT26,B22,169
1.2015,1,2015,PC1,4,2015,23.01.2015,STP3,LOC2,KIT39,B19,98
1.2015,1,2015,PC1,4,2015,23.01.2015,STP3,LOC2,KIT69,B15,49
1.2015,1,2015,PC1,4,2015,23.01.2015,STP3,LOC2,KIT70,B15,45
1.2015,1,2015,PC1,4,2015,23.01.2015,STP3,LOC2,KIT188,B19,8
1.2015,1,2015,PC1,4,2015,23.01.2015,STP3,LOC2,KIT189,B6,4
1.2015,1,2015,PC1,4,2015,23.01.2015,STP3,LOC2,KIT190,B16,5
1.2015,1,2015,PC1,4,2015,23.01.2015,STP3,LOC2,KIT198,B6,16
1.2015,1,2015,PC1,4,2015,23.01.2015,STP3,LOC2,KIT199,B19,52
1.2015,1,2015,PC1,4,2015,23.01.2015,STP3,LOC2,KIT200,B16,36
1.2015,1,2015,PC1,4,2015,23.01.2015,STP3,LOC2,KIT245,B15,90
1.2015,1,2015,PC1,4,2015,23.01.2015,STP3,LOC2,KIT263,B22,51
1.2015,1,2015,PC1,4,2015,23.01.2015,STP3,LOC2,KIT561,B15,330
1.2015,1,2015,PC1,4,2015,23.01.2015,STP4,LOC5,KIT26,B22,72
1.2015,1,2015,PC1,4,2015,23.01.2015,STP4,LOC5,KIT39,B19,72
1.2015,1,2015,PC1,4,2015,23.01.2015,STP4,LOC5,KIT188,B19,32
1.2015,1,2015,PC1,4,2015,23.01.2015,STP4,LOC5,KIT189,B6,36
1.2015,1,2015,PC1,4,2015,23.01.2015,STP4,LOC5,KIT190,B16,4
1.2015,1,2015,PC1,4,2015,23.01.2015,STP4,LOC5,KIT192,B19,57
1.2015,1,2015,PC1,4,2015,23.01.2015,STP4,LOC5,KIT193,B19,71
1.2015,1,2015,PC1,4,2015,23.01.2015,STP4,LOC5,KIT200,B16,252
1.2015,1,2015,PC1,4,2015,23.01.2015,STP4,LOC5,KIT246,B15,48
1.2015,1,2015,PC1,4,2015,23.01.2015,STP4,LOC5,KIT263,B22,72
1.2015,1,2015,PC1,4,2015,23.01.2015,STP4,LOC5,KIT517,B14,36
1.2015,1,2015,PC1,4,2015,23.01.2015,STP4,LOC5,KIT561,B15,198
1.2015,1,2015,PC1,4,2015,23.01.2015,STP4,LOC5,KIT568,B15,144
1.2015,1,2015,PC1,5,2015,26.01.2015,STP2,LOC4,KIT19,B15,24
1.2015,1,2015,PC1,5,2015,26.01.2015,STP2,LOC4,KIT20,B15,90
1.2015,1,2015,PC1,5,2015,26.01.2015,STP2,LOC4,KIT21,B2,44
1.2015,1,2015,PC1,5,2015,26.01.2015,STP2,LOC4,KIT27,B15,11
1.2015,1,2015,PC1,5,2015,26.01.2015,STP2,LOC4,KIT39,B19,90
1.2015,1,2015,PC1,5,2015,26.01.2015,STP2,LOC4,KIT66,B15,288
1.2015,1,2015,PC1,5,2015,26.01.2015,STP2,LOC4,KIT70,B15,45
1.2015,1,2015,PC1,5,2015,26.01.2015,STP2,LOC4,KIT123,B2,7
1.2015,1,2015,PC1,5,2015,26.01.2015,STP2,LOC4,KIT260,B22,144
1.2015,1,2015,PC1,5,2015,26.01.2015,STP2,LOC4,KIT544,B2,88
1.2015,1,2015,PC1,5,2015,26.01.2015,STP4,LOC5,KIT19,B15,24
1.2015,1,2015,PC1,5,2015,26.01.2015,STP4,LOC5,KIT20,B15,90
1.2015,1,2015,PC1,5,2015,26.01.2015,STP4,LOC5,KIT21,B2,48
1.2015,1,2015,PC1,5,2015,26.01.2015,STP4,LOC5,KIT26,B22,115
1.2015,1,2015,PC1,5,2015,26.01.2015,STP4,LOC5,KIT27,B15,108
1.2015,1,2015,PC1,5,2015,26.01.2015,STP4,LOC5,KIT66,B15,216
1.2015,1,2015,PC1,5,2015,26.01.2015,STP4,LOC5,KIT78,B15,20
1.2015,1,2015,PC1,5,2015,26.01.2015,STP4,LOC5,KIT260,B22,432
1.2015,1,2015,PC1,5,2015,26.01.2015,STP4,LOC5,KIT544,B2,90
1.2015,1,2015,PC1,5,2015,27.01.2015,STP3,LOC2,KIT71,B15,36
1.2015,1,2015,PC1,5,2015,27.01.2015,STP3,LOC2,KIT179,B24,4
1.2015,1,2015,PC1,5,2015,27.01.2015,STP4,LOC5,KIT52,B15,12
1.2015,1,2015,PC1,5,2015,27.01.2015,STP4,LOC5,KIT71,B15,36
1.2015,1,2015,PC1,5,2015,27.01.2015,STP4,LOC5,KIT245,B15,90
1.2015,1,2015,PC1,5,2015,28.01.2015,STP1,LOC3,KIT71,B15,36
1.2015,1,2015,PC1,5,2015,28.01.2015,STP1,LOC3,KIT179,B24,16
1.2015,1,2015,PC1,5,2015,28.01.2015,STP1,LOC3,KIT379,B9,28
1.2015,1,2015,PC1,5,2015,29.01.2015,STP1,LOC3,KIT187,B6,576
1.2015,1,2015,PC1,5,2015,29.01.2015,STP1,LOC3,KIT188,B19,378
1.2015,1,2015,PC1,5,2015,29.01.2015,STP1,LOC3,KIT198,B6,75
1.2015,1,2015,PC1,5,2015,29.01.2015,STP1,LOC3,KIT199,B19,4
1.2015,1,2015,PC1,5,2015,29.01.2015,STP1,LOC3,KIT263,B22,276
1.2015,1,2015,PC1,5,2015,29.01.2015,STP1,LOC3,KIT561,B15,720
1.2015,1,2015,PC1,5,2015,29.01.2015,STP2,LOC4,KIT52,B15,12
1.2015,1,2015,PC1,5,2015,29.01.2015,STP2,LOC4,KIT71,B15,33
1.2015,1,2015,PC1,5,2015,29.01.2015,STP2,LOC4,KIT188,B19,172
1.2015,1,2015,PC1,5,2015,29.01.2015,STP2,LOC4,KIT198,B6,46
1.2015,1,2015,PC1,5,2015,29.01.2015,STP2,LOC4,KIT199,B19,14
1.2015,1,2015,PC1,5,2015,29.01.2015,STP2,LOC4,KIT541,B15,90
1.2015,1,2015,PC1,5,2015,29.01.2015,STP3,LOC2,KIT47,B6,24
1.2015,1,2015,PC1,5,2015,29.01.2015,STP3,LOC2,KIT187,B6,672
1.2015,1,2015,PC1,5,2015,29.01.2015,STP3,LOC2,KIT188,B19,252
1.2015,1,2015,PC1,5,2015,29.01.2015,STP3,LOC2,KIT198,B6,53
1.2015,1,2015,PC1,5,2015,29.01.2015,STP3,LOC2,KIT199,B19,27
1.2015,1,2015,PC1,5,2015,29.01.2015,STP4,LOC5,KIT187,B6,528
1.2015,1,2015,PC1,5,2015,29.01.2015,STP4,LOC5,KIT188,B19,124
1.2015,1,2015,PC1,5,2015,29.01.2015,STP4,LOC5,KIT192,B19,12
1.2015,1,2015,PC1,5,2015,29.01.2015,STP4,LOC5,KIT198,B6,72
1.2015,1,2015,PC1,5,2015,30.01.2015,STP1,LOC3,KIT68,B6,107
1.2015,1,2015,PC1,5,2015,30.01.2015,STP1,LOC3,KIT187,B6,776
1.2015,1,2015,PC1,5,2015,30.01.2015,STP1,LOC3,KIT188,B19,1
1.2015,1,2015,PC1,5,2015,30.01.2015,STP1,LOC3,KIT191,B6,252
1.2015,1,2015,PC1,5,2015,30.01.2015,STP1,LOC3,KIT192,B19,194
1.2015,1,2015,PC1,5,2015,30.01.2015,STP1,LOC3,KIT196,B19,244
1.2015,1,2015,PC1,5,2015,30.01.2015,STP1,LOC3,KIT198,B6,4
1.2015,1,2015,PC1,5,2015,30.01.2015,STP2,LOC4,KIT68,B6,93
1.2015,1,2015,PC1,5,2015,30.01.2015,STP2,LOC4,KIT187,B6,1584
1.2015,1,2015,PC1,5,2015,30.01.2015,STP2,LOC4,KIT188,B19,8
1.2015,1,2015,PC1,5,2015,30.01.2015,STP2,LOC4,KIT191,B6,252
1.2015,1,2015,PC1,5,2015,30.01.2015,STP2,LOC4,KIT192,B19,288
1.2015,1,2015,PC1,5,2015,30.01.2015,STP2,LOC4,KIT196,B19,262
1.2015,1,2015,PC1,5,2015,30.01.2015,STP2,LOC4,KIT199,B19,14
1.2015,1,2015,PC1,5,2015,30.01.2015,STP3,LOC2,KIT68,B6,94
1.2015,1,2015,PC1,5,2015,30.01.2015,STP3,LOC2,KIT187,B6,864
1.2015,1,2015,PC1,5,2015,30.01.2015,STP3,LOC2,KIT191,B6,267
1.2015,1,2015,PC1,5,2015,30.01.2015,STP3,LOC2,KIT192,B19,52
1.2015,1,2015,PC1,5,2015,30.01.2015,STP3,LOC2,KIT196,B19,216
1.2015,1,2015,PC1,5,2015,30.01.2015,STP3,LOC2,KIT199,B19,37
1.2015,1,2015,PC1,5,2015,30.01.2015,STP4,LOC5,KIT187,B6,12
1.2015,1,2015,PC1,5,2015,30.01.2015,STP4,LOC5,KIT188,B19,3
1.2015,1,2015,PC1,5,2015,30.01.2015,STP4,LOC5,KIT191,B6,72
1.2015,1,2015,PC1,5,2015,30.01.2015,STP4,LOC5,KIT192,B19,52
1.2015,1,2015,PC1,5,2015,30.01.2015,STP4,LOC5,KIT196,B19,324
1.2015,1,2015,PC1,5,2015,30.01.2015,STP4,LOC5,KIT198,B6,3
2.2015,2,2015,PC1,6,2015,03.02.2015,STP3,LOC2,KIT20,B15,90
2.2015,2,2015,PC1,6,2015,03.02.2015,STP3,LOC2,KIT24,B15,36
2.2015,2,2015,PC1,6,2015,03.02.2015,STP3,LOC2,KIT260,B22,288
2.2015,2,2015,PC1,6,2015,03.02.2015,STP3,LOC2,KIT541,B15,180
2.2015,2,2015,PC1,6,2015,03.02.2015,STP3,LOC2,KIT561,B15,990
2.2015,2,2015,PC1,6,2015,05.02.2015,STP1,LOC3,KIT20,B15,180
2.2015,2,2015,PC1,6,2015,05.02.2015,STP1,LOC3,KIT24,B15,108
2.2015,2,2015,PC1,6,2015,05.02.2015,STP1,LOC3,KIT188,B19,176
2.2015,2,2015,PC1,6,2015,05.02.2015,STP1,LOC3,KIT192,B19,180
2.2015,2,2015,PC1,6,2015,05.02.2015,STP1,LOC3,KIT193,B19,216
2.2015,2,2015,PC1,6,2015,05.02.2015,STP1,LOC3,KIT198,B6,200
2.2015,2,2015,PC1,6,2015,05.02.2015,STP1,LOC3,KIT199,B19,4
2.2015,2,2015,PC1,6,2015,05.02.2015,STP1,LOC3,KIT260,B22,288
2.2015,2,2015,PC1,6,2015,05.02.2015,STP1,LOC3,KIT570,B15,450
2.2015,2,2015,PC1,6,2015,05.02.2015,STP2,LOC4,KIT20,B15,90
2.2015,2,2015,PC1,6,2015,05.02.2015,STP2,LOC4,KIT66,B15,1008
2.2015,2,2015,PC1,6,2015,05.02.2015,STP2,LOC4,KIT188,B19,109
2.2015,2,2015,PC1,6,2015,05.02.2015,STP2,LOC4,KIT192,B19,102
2.2015,2,2015,PC1,6,2015,05.02.2015,STP2,LOC4,KIT193,B19,128
2.2015,2,2015,PC1,6,2015,05.02.2015,STP2,LOC4,KIT198,B6,70
2.2015,2,2015,PC1,6,2015,05.02.2015,STP2,LOC4,KIT199,B19,20
2.2015,2,2015,PC1,6,2015,05.02.2015,STP2,LOC4,KIT200,B16,72
2.2015,2,2015,PC1,6,2015,05.02.2015,STP3,LOC2,KIT52,B15,12
2.2015,2,2015,PC1,6,2015,05.02.2015,STP3,LOC2,KIT188,B19,82
2.2015,2,2015,PC1,6,2015,05.02.2015,STP3,LOC2,KIT190,B16,96
2.2015,2,2015,PC1,6,2015,05.02.2015,STP3,LOC2,KIT192,B19,48
2.2015,2,2015,PC1,6,2015,05.02.2015,STP3,LOC2,KIT193,B19,432
2.2015,2,2015,PC1,6,2015,05.02.2015,STP3,LOC2,KIT198,B6,228
2.2015,2,2015,PC1,6,2015,05.02.2015,STP3,LOC2,KIT199,B19,124
2.2015,2,2015,PC1,6,2015,05.02.2015,STP3,LOC2,KIT200,B16,252
2.2015,2,2015,PC1,6,2015,05.02.2015,STP4,LOC5,KIT188,B19,152
2.2015,2,2015,PC1,6,2015,05.02.2015,STP4,LOC5,KIT193,B19,144
2.2015,2,2015,PC1,6,2015,06.02.2015,STP1,LOC3,KIT19,B15,120
2.2015,2,2015,PC1,6,2015,06.02.2015,STP1,LOC3,KIT25,B22,10
2.2015,2,2015,PC1,6,2015,06.02.2015,STP1,LOC3,KIT39,B19,8
2.2015,2,2015,PC1,6,2015,06.02.2015,STP1,LOC3,KIT60,B17,27
2.2015,2,2015,PC1,6,2015,06.02.2015,STP1,LOC3,KIT188,B19,12
2.2015,2,2015,PC1,6,2015,06.02.2015,STP1,LOC3,KIT190,B16,155
2.2015,2,2015,PC1,6,2015,06.02.2015,STP1,LOC3,KIT192,B19,108
2.2015,2,2015,PC1,6,2015,06.02.2015,STP1,LOC3,KIT193,B19,8
2.2015,2,2015,PC1,6,2015,06.02.2015,STP1,LOC3,KIT200,B16,252
2.2015,2,2015,PC1,6,2015,06.02.2015,STP1,LOC3,KIT259,B22,130
2.2015,2,2015,PC1,6,2015,06.02.2015,STP1,LOC3,KIT291,B12,50
2.2015,2,2015,PC1,6,2015,06.02.2015,STP1,LOC3,KIT384,B9,30
2.2015,2,2015,PC1,6,2015,06.02.2015,STP4,LOC5,KIT24,B15,108
2.2015,2,2015,PC1,6,2015,06.02.2015,STP4,LOC5,KIT25,B22,16
2.2015,2,2015,PC1,6,2015,06.02.2015,STP4,LOC5,KIT27,B15,12
2.2015,2,2015,PC1,6,2015,06.02.2015,STP4,LOC5,KIT28,B15,32
2.2015,2,2015,PC1,6,2015,06.02.2015,STP4,LOC5,KIT64,B19,7
2.2015,2,2015,PC1,6,2015,06.02.2015,STP4,LOC5,KIT65,B19,14
2.2015,2,2015,PC1,6,2015,06.02.2015,STP4,LOC5,KIT78,B15,20
